rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,600036,招商银行,2026-09-01,40.86,1.8444666001994126,73.2,B,强势多头,多头,强势多头,high,强势多头/多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
2,601318,中国平安,2026-09-01,57.23,2.5259763525617984,69.1,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；已达到放量突破条件，但不适合无条件追涨。
3,000977,浪潮信息,2026-09-01,85.6,0.4930734914299073,68.8,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
4,000333,美的集团,2026-09-01,87.49,-0.2735666248717794,65.4,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,600941,中国移动,2026-09-01,99.89,0.8480565371024706,64.7,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002281,光迅科技,2026-09-01,180.72,0.45580878265703006,63.9,C,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
7,600900,长江电力,2026-09-01,28.4,1.103595585617656,63.7,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,600031,三一重工,2026-09-01,20.22,1.0494752623688042,63.5,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
9,002648,卫星化学,2026-09-01,28.62,0.49157303370785943,63.0,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
10,600938,中国海油,2026-09-01,34.51,-0.5762028233938454,61.5,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
11,600309,万华化学,2026-09-01,77.02,0.9171907756813535,60.8,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
12,002415,海康威视,2026-09-01,35.92,0.3632299525007099,60.5,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
13,600690,海尔智家,2026-09-01,21.42,1.1331444759207,59.6,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
14,601899,紫金矿业,2026-09-01,33.73,0.17820017820016076,59.4,D,多头,多头,空头,high,多头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
15,603993,洛阳钼业,2026-09-01,19.06,0.0,59.0,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
16,600487,亨通光电,2026-09-01,67.34,-0.059364796675565046,58.4,D,偏多震荡,偏空震荡,多头,high,偏多震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
17,600183,生益科技,2026-09-01,144.42,-5.853976531942651,57.2,D,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
