rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,600941,中国移动,2026-09-02,100.8,0.9110021023125414,70.5,B,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；已达到放量突破条件，但不适合无条件追涨。
2,000977,浪潮信息,2026-09-02,85.69,0.10514018691589744,64.8,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
3,000333,美的集团,2026-09-02,86.98,-0.5829237627157258,63.8,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,600036,招商银行,2026-09-02,40.87,0.024473813020065016,63.6,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,601318,中国平安,2026-09-02,56.63,-1.0484011881880084,61.1,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,600900,长江电力,2026-09-02,28.72,1.1267605633802802,61.1,C,多头,多头,多头,high,多头/多头，60分钟多头；已达到放量突破条件，但不适合无条件追涨。
7,600690,海尔智家,2026-09-02,21.33,-0.42016806722691147,60.8,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,600183,生益科技,2026-09-02,144.98,0.38775792826477584,59.8,D,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,002648,卫星化学,2026-09-02,27.49,-3.948287910552073,57.6,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
10,600031,三一重工,2026-09-02,19.63,-2.9179030662710215,57.6,D,多头,震荡,偏多震荡,high,多头/震荡，60分钟偏多震荡；股票结构较强，目前优先等待回踩或突破确认。
11,002602,世纪华通,2026-09-02,14.03,1.2996389891696714,57.3,D,多头,空头,多头,high,多头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
12,002415,海康威视,2026-09-02,35.18,-2.06013363028954,56.4,D,多头,强势多头,偏空震荡,high,多头/强势多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
13,002475,立讯精密,2026-09-02,57.08,0.28109627547434624,56.2,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
14,600487,亨通光电,2026-09-02,66.9,-0.6534006534006487,55.9,D,偏多震荡,偏空震荡,偏空震荡,high,偏多震荡/偏空震荡，60分钟偏空震荡；目前只适合观察，等待结构改善。
15,002008,大族激光,2026-09-02,93.39,-1.2790697674418539,55.0,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
16,600938,中国海油,2026-09-02,33.77,-2.1443059982613533,53.5,D,多头,震荡,偏空震荡,high,多头/震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
17,002126,银轮股份,2026-09-02,43.07,2.767835838701993,53.2,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
18,600309,万华化学,2026-09-02,75.18,-2.3889898727603054,52.3,D,多头,偏空震荡,偏空震荡,high,多头/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
19,603228,景旺电子,2026-09-02,88.81,-0.5487122060470306,51.6,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
20,002463,沪电股份,2026-09-02,118.39,-1.9300861497680621,51.4,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
21,600030,中信证券,2026-09-02,27.47,-1.9628836545324768,49.4,D,偏空震荡,多头,偏空震荡,high,偏空震荡/多头，60分钟偏空震荡；目前只适合观察，等待结构改善。
22,601899,紫金矿业,2026-09-02,32.95,-2.3124814705010155,48.8,D,偏空震荡,多头,强势空头,high,偏空震荡/多头，60分钟强势空头；目前只适合观察，等待结构改善。
23,300442,润泽科技,2026-09-02,64.41,-0.8314087759815347,47.2,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
24,002179,中航光电,2026-09-02,34.32,-1.661891117478509,47.1,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；目前只适合观察，等待结构改善。
25,300124,汇川技术,2026-09-02,60.0,-1.5586546349466768,47.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
26,002916,深南电路,2026-09-02,348.39,-1.6791781904385572,46.5,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
27,002436,兴森科技,2026-09-02,33.97,-1.6787264833574511,46.5,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
28,603920,世运电路,2026-09-02,37.61,-0.026581605528963603,45.9,D,偏空震荡,强势空头,空头,high,偏空震荡/强势空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
29,000338,潍柴动力,2026-09-02,25.88,-5.374771480804396,45.8,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
30,603019,中科曙光,2026-09-02,85.29,-1.5922464520595314,45.7,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
31,601138,工业富联,2026-09-02,61.8,-1.8112488083889433,45.6,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
32,002558,巨人网络,2026-09-02,26.1,-3.153988868274571,45.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
33,002517,恺英网络,2026-09-02,16.75,-1.2964054213317588,45.4,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
34,603993,洛阳钼业,2026-09-02,18.46,-3.147953830010486,45.3,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
35,002281,光迅科技,2026-09-02,173.44,-4.02833111996459,44.9,D,空头,偏空震荡,偏空震荡,high,空头/偏空震荡，60分钟偏空震荡；目前只适合观察，等待结构改善。
36,002484,江海股份,2026-09-02,55.87,-6.037672384796511,44.5,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
