rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,603228,景旺电子,2026-09-09,109.59,2.44928484621858,66.6,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
2,601138,工业富联,2026-09-09,65.24,0.756756756756749,66.2,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
3,002436,兴森科技,2026-09-09,39.45,-1.669990029910251,65.7,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
4,002463,沪电股份,2026-09-09,127.55,2.1216973578862985,65.2,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
5,002916,深南电路,2026-09-09,383.3,0.20915032679738044,65.0,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
6,600309,万华化学,2026-09-09,78.87,0.9988474836726935,64.6,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
7,601899,紫金矿业,2026-09-09,34.4,1.594802126402839,63.9,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,600938,中国海油,2026-09-09,34.18,-0.610642628671132,63.0,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,002648,卫星化学,2026-09-09,28.18,1.769591910436974,62.5,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
10,600036,招商银行,2026-09-09,41.0,0.24449877750611915,62.4,C,强势多头,多头,偏空震荡,high,强势多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
11,600183,生益科技,2026-09-09,148.16,1.2852064533770857,61.8,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
12,002938,鹏鼎控股,2026-09-09,92.45,3.3422758774871664,60.7,C,震荡,多头,强势多头,high,震荡/多头，60分钟强势多头；目前只适合观察，等待结构改善。
13,000333,美的集团,2026-09-09,86.02,1.0217263652378072,60.6,C,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
14,603993,洛阳钼业,2026-09-09,19.09,1.3000795967100132,60.0,C,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
15,601318,中国平安,2026-09-09,56.26,1.005385996409336,59.9,D,强势多头,偏多震荡,空头,high,强势多头/偏多震荡，60分钟空头；股票结构较强，目前优先等待回踩或突破确认。
16,600031,三一重工,2026-09-09,20.22,1.2518778167250888,59.7,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
17,603920,世运电路,2026-09-09,40.35,2.333248795333498,59.2,D,多头,空头,强势多头,high,多头/空头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
18,002602,世纪华通,2026-09-09,15.78,-2.169869807811531,58.2,D,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
19,600690,海尔智家,2026-09-09,21.3,-0.5602240896358635,57.4,D,多头,震荡,空头,high,多头/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
20,000338,潍柴动力,2026-09-09,27.85,4.6599022923712985,57.1,D,偏空震荡,多头,多头,high,偏空震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
21,600487,亨通光电,2026-09-09,66.62,5.561717635873875,56.5,D,多头,偏空震荡,多头,high,多头/偏空震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
22,002281,光迅科技,2026-09-09,182.79,1.5951534015117952,56.4,D,震荡,多头,强势多头,high,震荡/多头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
23,600941,中国移动,2026-09-09,97.11,-0.6038894575230325,55.2,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
24,600312,平高电气,2026-09-09,19.73,0.5606523955147713,53.2,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
25,002008,大族激光,2026-09-09,94.85,-0.9089009611366494,53.1,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
26,002179,中航光电,2026-09-09,34.6,1.7347838870920507,52.5,D,偏空震荡,空头,震荡,high,偏空震荡/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
27,600900,长江电力,2026-09-09,28.05,0.6458557588805203,52.2,D,空头,多头,空头,high,空头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
28,600549,厦门钨业,2026-09-09,50.78,1.8247443352717108,50.2,D,空头,空头,震荡,high,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
29,002475,立讯精密,2026-09-09,55.86,1.4529604068289181,49.7,D,空头,空头,震荡,high,空头/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
30,000988,华工科技,2026-09-09,108.79,8.216452800159168,49.6,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；目前只适合观察，等待结构改善。
31,600030,中信证券,2026-09-09,27.33,-0.036576444769576,49.5,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
32,600875,东方电气,2026-09-09,26.36,5.5244195356285,48.4,D,震荡,强势空头,多头,high,震荡/强势空头，60分钟多头；目前只适合观察，等待结构改善。
33,002484,江海股份,2026-09-09,58.97,-1.0570469798657722,47.7,D,空头,偏空震荡,偏空震荡,high,空头/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
34,002517,恺英网络,2026-09-09,17.1,-3.5532994923857864,47.6,D,偏多震荡,空头,偏空震荡,high,偏多震荡/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
35,300124,汇川技术,2026-09-09,55.92,-2.152230971128599,46.3,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
36,002185,华天科技,2026-09-09,16.17,1.2523481527864755,46.3,D,强势空头,偏空震荡,震荡,high,强势空头/偏空震荡，60分钟震荡；目前只适合观察，等待结构改善。
37,603799,华友钴业,2026-09-09,38.19,0.5529225908372792,46.3,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
38,002415,海康威视,2026-09-09,33.75,0.2971768202080227,46.1,D,空头,多头,强势空头,high,空头/多头，60分钟强势空头；目前只适合观察，等待结构改善。
39,600111,北方稀土,2026-09-09,38.9,-0.3586065573770503,44.8,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
40,688187,时代电气,2026-09-09,46.1,-0.45346577413085676,44.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
41,002050,三花智控,2026-09-09,36.19,-0.0828271673108838,44.2,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
42,603986,兆易创新,2026-09-09,381.87,-1.059695305212971,44.1,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
43,000977,浪潮信息,2026-09-09,71.38,-1.2997787610619427,43.8,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
44,002335,科华数据,2026-09-09,30.06,-0.3976143141153132,43.8,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
45,300059,东方财富,2026-09-09,18.91,0.37154989384289294,43.7,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
46,600406,国电南瑞,2026-09-09,22.45,0.17849174475679241,43.3,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
47,600584,长电科技,2026-09-09,68.64,0.05830903790089437,43.2,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
48,603019,中科曙光,2026-09-09,82.43,-0.13326871819723252,43.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
49,002156,通富微电,2026-09-09,58.35,0.051440329218110925,43.0,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
50,002594,比亚迪,2026-09-09,85.88,-0.7970428554926579,43.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
51,600066,宇通客车,2026-09-09,27.87,-0.14331780723754184,42.9,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
52,002371,北方华创,2026-09-09,646.4,-0.22689737138623656,42.8,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
53,002126,银轮股份,2026-09-09,40.4,0.7481296758104605,42.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
54,300054,鼎龙股份,2026-09-09,67.72,0.25166543301258226,42.1,D,强势空头,偏空震荡,空头,high,强势空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
55,688396,华润微,2026-09-09,56.28,-0.5653710247349841,41.9,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
56,300014,亿纬锂能,2026-09-09,50.24,-0.9072978303747536,41.7,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
57,300442,润泽科技,2026-09-09,62.4,-0.9995240361732494,41.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
58,601689,拓普集团,2026-09-09,45.89,-0.7783783783783749,39.6,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
59,002558,巨人网络,2026-09-09,26.13,-4.635036496350365,39.1,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
