rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,002436,兴森科技,2026-09-22,44.23,-0.22558087074215916,67.6,C,强势多头,多头,强势多头,high,强势多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
2,600487,亨通光电,2026-09-22,73.0,1.7421602787456525,65.2,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
3,002916,深南电路,2026-09-22,400.0,1.2606956609791942,65.1,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
4,603920,世运电路,2026-09-22,46.15,-0.6244616709732975,63.4,C,强势多头,震荡,强势多头,high,强势多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
5,002281,光迅科技,2026-09-22,190.37,-1.749587118084217,62.9,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002185,华天科技,2026-09-22,18.28,-1.4555256064689992,62.5,C,强势多头,偏多震荡,强势多头,high,强势多头/偏多震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
7,603228,景旺电子,2026-09-22,106.12,-3.667392883079146,62.3,C,多头,强势多头,偏空震荡,high,多头/强势多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
8,600036,招商银行,2026-09-22,40.82,-0.5360623781676344,61.8,C,多头,强势多头,震荡,high,多头/强势多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
9,002463,沪电股份,2026-09-22,125.14,-0.6825396825396846,60.9,C,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
10,601138,工业富联,2026-09-22,63.3,-0.4716981132075526,60.3,C,震荡,偏空震荡,偏多震荡,high,震荡/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
11,002050,三花智控,2026-09-22,36.2,0.05527915975678255,59.1,D,震荡,空头,强势多头,high,震荡/空头，60分钟强势多头；目前只适合观察，等待结构改善。
12,688396,华润微,2026-09-22,61.46,-0.06504065040650042,58.6,D,多头,偏空震荡,强势多头,high,多头/偏空震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
13,000988,华工科技,2026-09-22,107.09,-2.2098438498767248,58.2,D,多头,偏空震荡,多头,high,多头/偏空震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
14,002648,卫星化学,2026-09-22,26.96,-0.9915534337128107,58.1,D,偏空震荡,强势多头,偏多震荡,high,偏空震荡/强势多头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
15,002938,鹏鼎控股,2026-09-22,89.25,-1.3812154696132617,57.7,D,震荡,多头,空头,high,震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
16,002179,中航光电,2026-09-22,35.18,-1.2629806342969507,57.4,D,多头,空头,偏空震荡,high,多头/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
17,002475,立讯精密,2026-09-22,54.84,0.7347538574577595,57.1,D,偏空震荡,空头,强势多头,high,偏空震荡/空头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
18,002371,北方华创,2026-09-22,672.92,-0.5453658680776297,56.0,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
19,603986,兆易创新,2026-09-22,402.1,2.6524724924051,55.3,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；目前只适合观察，等待结构改善。
