rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,601138,工业富联,2026-09-07,66.57,4.521902967498814,70.4,B,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
2,603228,景旺电子,2026-09-07,105.97,9.99584803819804,66.8,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
3,600183,生益科技,2026-09-07,148.15,7.745454545454544,65.7,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,002436,兴森科技,2026-09-07,36.75,9.997006884166426,65.0,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,002916,深南电路,2026-09-07,364.98,10.000000000000009,64.5,C,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
6,600036,招商银行,2026-09-07,41.07,-1.4871671863756264,64.3,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
7,002602,世纪华通,2026-09-07,16.16,2.7336300063572683,63.5,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
8,600309,万华化学,2026-09-07,76.74,-1.1846510430079893,63.3,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,002517,恺英网络,2026-09-07,17.63,1.2636415852957938,62.8,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
10,002463,沪电股份,2026-09-07,122.65,10.000000000000009,62.5,C,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
11,600690,海尔智家,2026-09-07,21.61,-1.7727272727272703,61.3,C,多头,偏多震荡,多头,high,多头/偏多震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
12,600031,三一重工,2026-09-07,19.89,-0.5499999999999949,61.2,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
13,002648,卫星化学,2026-09-07,27.01,-1.924473493100931,60.8,C,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
14,000333,美的集团,2026-09-07,86.27,-1.4845266643827792,60.2,C,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
15,600312,平高电气,2026-09-07,20.29,-0.4416094210009769,59.7,D,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
16,600941,中国移动,2026-09-07,98.7,-1.5952143569292088,59.5,D,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
17,002938,鹏鼎控股,2026-09-07,89.99,8.044182975147063,59.4,D,偏空震荡,多头,多头,high,偏空震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
18,601318,中国平安,2026-09-07,56.36,-3.2280219780219777,58.9,D,强势多头,偏多震荡,偏空震荡,high,强势多头/偏多震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
19,002281,光迅科技,2026-09-07,184.47,10.000000000000009,58.4,D,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
20,603920,世运电路,2026-09-07,38.6,7.431116059003617,57.0,D,偏多震荡,强势空头,多头,high,偏多震荡/强势空头，60分钟多头；目前只适合观察，等待结构改善。
21,002484,江海股份,2026-09-07,61.95,9.996448863636376,56.8,D,偏空震荡,偏空震荡,强势多头,high,偏空震荡/偏空震荡，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
22,002008,大族激光,2026-09-07,93.77,6.957910345614238,56.2,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
23,002558,巨人网络,2026-09-07,27.49,-0.6505240332490225,55.4,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
24,600030,中信证券,2026-09-07,27.67,-1.1432654519471175,54.7,D,偏多震荡,多头,偏空震荡,high,偏多震荡/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
25,002415,海康威视,2026-09-07,34.87,0.0,52.5,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
26,600487,亨通光电,2026-09-07,64.0,2.8608164577306416,52.1,D,偏多震荡,偏空震荡,强势空头,high,偏多震荡/偏空震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
27,601899,紫金矿业,2026-09-07,32.87,-1.4392803598201054,51.4,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；目前只适合观察，等待结构改善。
28,002126,银轮股份,2026-09-07,42.29,1.487880969522437,50.9,D,偏多震荡,空头,偏空震荡,high,偏多震荡/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
29,600900,长江电力,2026-09-07,27.85,-2.0056298381421533,50.8,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；目前只适合观察，等待结构改善。
30,000338,潍柴动力,2026-09-07,27.54,2.5698324022346286,50.5,D,空头,偏空震荡,多头,high,空头/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
31,002335,科华数据,2026-09-07,30.91,2.827677977378573,49.9,D,偏空震荡,空头,多头,high,偏空震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
32,603986,兆易创新,2026-09-07,385.44,3.646337528234911,49.4,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
33,002050,三花智控,2026-09-07,36.5,2.932882120699376,49.2,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
34,002475,立讯精密,2026-09-07,55.93,3.0018416206261556,48.8,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
35,000977,浪潮信息,2026-09-07,74.74,-3.834276891405053,48.8,D,偏空震荡,多头,强势空头,high,偏空震荡/多头，60分钟强势空头；目前只适合观察，等待结构改善。
36,002179,中航光电,2026-09-07,34.15,-0.20455873758036258,48.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
37,300124,汇川技术,2026-09-07,58.9,-0.6912830888551769,48.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
38,688187,时代电气,2026-09-07,46.77,0.9497086121303733,47.2,D,空头,空头,震荡,high,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
39,688396,华润微,2026-09-07,57.92,2.4226348364279504,46.5,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
40,600938,中国海油,2026-09-07,33.12,-0.8680035917389972,46.3,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；目前只适合观察，等待结构改善。
41,300054,鼎龙股份,2026-09-07,68.45,3.3987915407855063,45.8,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
42,601689,拓普集团,2026-09-07,47.06,2.7062418158009693,45.7,D,空头,强势空头,偏多震荡,high,空头/强势空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
43,300442,润泽科技,2026-09-07,63.99,1.6844112505959075,45.2,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
44,300059,东方财富,2026-09-07,18.99,-0.8355091383811963,44.7,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
45,002156,通富微电,2026-09-07,59.15,4.009143660981196,44.3,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
46,002371,北方华创,2026-09-07,660.65,3.5225723553285126,44.1,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
47,600406,国电南瑞,2026-09-07,22.69,-0.08806693086745865,44.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
48,000988,华工科技,2026-09-07,101.91,6.600418410041842,43.8,D,空头,强势空头,震荡,high,空头/强势空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
49,600584,长电科技,2026-09-07,69.0,2.434679334916856,43.2,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
50,603993,洛阳钼业,2026-09-07,18.37,-0.5952380952380931,43.0,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
51,002594,比亚迪,2026-09-07,86.51,-1.0183066361556081,42.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
52,603019,中科曙光,2026-09-07,83.38,0.8344418914016272,42.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
53,002185,华天科技,2026-09-07,16.08,3.2755298651252263,41.5,D,强势空头,偏空震荡,空头,high,强势空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
54,600066,宇通客车,2026-09-07,28.43,-0.8716875871687568,41.4,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
55,603799,华友钴业,2026-09-07,37.98,-0.23640661938535423,41.4,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
56,300014,亿纬锂能,2026-09-07,50.97,-0.13714733542319335,41.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
57,600549,厦门钨业,2026-09-07,50.3,3.0948964951834412,40.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
58,600875,东方电气,2026-09-07,24.99,-0.3191065017949857,40.4,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
59,600111,北方稀土,2026-09-07,38.8,0.33617791569691136,39.0,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
