rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,600941,中国移动,2026-09-04,100.3,-0.22878742663882123,67.7,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
2,000333,美的集团,2026-09-04,87.57,0.36676217765041486,67.0,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
3,600036,招商银行,2026-09-04,41.69,1.5096177258339338,66.6,C,强势多头,多头,强势多头,high,强势多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
4,002602,世纪华通,2026-09-04,15.73,7.96156485929993,66.2,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
5,601318,中国平安,2026-09-04,58.24,0.41379310344829,64.6,C,强势多头,震荡,强势多头,high,强势多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
6,600900,长江电力,2026-09-04,28.42,-0.07032348804500987,63.4,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
7,600690,海尔智家,2026-09-04,22.0,0.8249312557286892,61.4,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,002517,恺英网络,2026-09-04,17.41,2.111436950146617,60.9,C,震荡,震荡,强势多头,high,震荡/震荡，60分钟强势多头；目前只适合观察，等待结构改善。
9,600312,平高电气,2026-09-04,20.38,4.085801838610825,60.3,C,偏多震荡,多头,强势多头,high,偏多震荡/多头，60分钟强势多头；目前只适合观察，等待结构改善。
10,600309,万华化学,2026-09-04,77.66,0.3618506073920891,59.9,D,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
11,002558,巨人网络,2026-09-04,27.67,2.786032689450213,59.6,D,震荡,空头,强势多头,high,震荡/空头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
12,603228,景旺电子,2026-09-04,96.34,8.957249491065378,59.4,D,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
13,002648,卫星化学,2026-09-04,27.54,-0.3978300180831784,58.8,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
14,600031,三一重工,2026-09-04,20.0,0.30090270812437314,58.7,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
