rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,600036,招商银行,2026-09-24,40.69,0.2216748768472776,61.2,C,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
2,002436,兴森科技,2026-09-24,43.31,-5.642701525054461,60.2,C,强势多头,多头,偏空震荡,high,强势多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
3,300442,润泽科技,2026-09-24,68.01,1.9029068025172569,59.9,D,多头,空头,强势多头,high,多头/空头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
4,600487,亨通光电,2026-09-24,67.38,-3.660280240205893,58.6,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
5,603920,世运电路,2026-09-24,45.5,-1.000870322019154,58.0,D,强势多头,偏空震荡,多头,high,强势多头/偏空震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002916,深南电路,2026-09-24,394.5,-4.8870458326301325,57.7,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
7,600941,中国移动,2026-09-24,97.45,1.0892116182572575,56.7,D,偏空震荡,强势多头,多头,high,偏空震荡/强势多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
8,002185,华天科技,2026-09-24,17.58,-4.300489929232453,56.6,D,强势多头,偏空震荡,偏空震荡,high,强势多头/偏空震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
9,002335,科华数据,2026-09-24,31.85,-2.39043824701195,56.6,D,多头,空头,强势多头,high,多头/空头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
10,002281,光迅科技,2026-09-24,181.99,-4.215789473684206,56.1,D,偏多震荡,多头,空头,high,偏多震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
11,603228,景旺电子,2026-09-24,103.55,-3.629595160539789,56.1,D,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
12,002050,三花智控,2026-09-24,36.08,0.25006946373991035,56.1,D,震荡,空头,多头,high,震荡/空头，60分钟多头；目前只适合观察，等待结构改善。
13,002463,沪电股份,2026-09-24,124.05,-3.1615925058547933,56.0,D,多头,多头,空头,high,多头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
14,600900,长江电力,2026-09-24,28.36,0.9971509971510084,55.9,D,震荡,多头,震荡,high,震荡/多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
15,688396,华润微,2026-09-24,59.17,-3.332788760006533,53.9,D,多头,偏空震荡,偏空震荡,high,多头/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
16,002648,卫星化学,2026-09-24,26.64,-0.6711409395973145,52.7,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
17,300054,鼎龙股份,2026-09-24,70.11,-1.433994095318425,52.3,D,震荡,偏空震荡,偏空震荡,high,震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
18,601689,拓普集团,2026-09-24,46.44,1.1985181956853275,51.4,D,震荡,强势空头,多头,high,震荡/强势空头，60分钟多头；目前只适合观察，等待结构改善。
19,002156,通富微电,2026-09-24,61.02,-2.8343949044585925,50.9,D,偏多震荡,偏空震荡,偏空震荡,high,偏多震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
20,603986,兆易创新,2026-09-24,383.77,-3.7494983948635707,50.7,D,震荡,偏空震荡,偏空震荡,high,震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
21,000333,美的集团,2026-09-24,82.65,0.21826118588579302,49.3,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
22,600938,中国海油,2026-09-24,32.8,1.5794363580055704,48.5,D,空头,震荡,震荡,high,空头/震荡，60分钟震荡；目前只适合观察，等待结构改善。
23,600406,国电南瑞,2026-09-24,22.27,-0.49151027703305816,47.5,D,空头,空头,多头,high,空头/空头，60分钟多头；目前只适合观察，等待结构改善。
24,601318,中国平安,2026-09-24,53.25,-1.1509188787822477,47.3,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
25,600183,生益科技,2026-09-24,137.33,-4.339648927277784,46.1,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；目前只适合观察，等待结构改善。
26,601138,工业富联,2026-09-24,61.0,-3.1438551921244784,45.7,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
27,000988,华工科技,2026-09-24,102.9,-2.9794455968319755,45.7,D,偏空震荡,空头,强势空头,high,偏空震荡/空头，60分钟强势空头；目前只适合观察，等待结构改善。
28,600690,海尔智家,2026-09-24,20.14,-0.2970297029702862,45.6,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
29,603019,中科曙光,2026-09-24,82.17,-1.5928143712574783,45.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
30,002371,北方华创,2026-09-24,653.06,-2.2584748933622723,44.9,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
31,600584,长电科技,2026-09-24,68.78,-4.166086108401834,43.8,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
32,002938,鹏鼎控股,2026-09-24,82.94,-5.953055902029714,43.7,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
33,000977,浪潮信息,2026-09-24,69.9,-1.9222674337028067,43.7,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
34,002594,比亚迪,2026-09-24,84.34,-1.7588817705299853,43.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
35,002602,世纪华通,2026-09-24,14.23,-0.21037868162692153,43.3,D,偏空震荡,震荡,强势空头,high,偏空震荡/震荡，60分钟强势空头；目前只适合观察，等待结构改善。
36,600030,中信证券,2026-09-24,26.29,-1.8663680477790212,42.8,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
37,300059,东方财富,2026-09-24,18.28,-1.9839142091152673,42.8,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
38,300124,汇川技术,2026-09-24,51.88,-1.5933232169954459,42.5,D,强势空头,强势空头,空头,high,强势空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
39,002008,大族激光,2026-09-24,89.09,-4.183695418369537,42.1,D,偏空震荡,偏空震荡,强势空头,high,偏空震荡/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
40,688187,时代电气,2026-09-24,44.4,-2.9932270045881726,42.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
41,000338,潍柴动力,2026-09-24,25.3,-2.2788721514098054,42.1,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
42,603993,洛阳钼业,2026-09-24,17.08,-3.284258210645541,42.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
43,002179,中航光电,2026-09-24,34.24,-1.5243025596778814,41.9,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；目前只适合观察，等待结构改善。
44,600312,平高电气,2026-09-24,18.94,0.05282620179609676,41.9,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
45,600549,厦门钨业,2026-09-24,46.9,-3.715869431328278,41.7,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
46,002126,银轮股份,2026-09-24,36.11,-5.791807983302888,41.4,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
47,002475,立讯精密,2026-09-24,52.0,-4.359021519220152,40.7,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
48,002415,海康威视,2026-09-24,32.63,-1.4497130776200406,40.7,D,强势空头,偏空震荡,空头,high,强势空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
49,603799,华友钴业,2026-09-24,35.42,-2.0735416090682857,40.5,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
50,600031,三一重工,2026-09-24,17.2,-1.7704169046259377,40.4,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
51,002484,江海股份,2026-09-24,57.96,-3.157894736842104,40.3,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
52,600111,北方稀土,2026-09-24,37.06,-0.9620523784072632,40.0,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
53,601899,紫金矿业,2026-09-24,30.01,-4.45717924227953,40.0,D,强势空头,偏空震荡,强势空头,high,强势空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
54,600066,宇通客车,2026-09-24,26.01,3.0099009900990126,39.8,D,强势空头,强势空头,震荡,high,强势空头/强势空头，60分钟震荡；目前只适合观察，等待结构改善。
55,002517,恺英网络,2026-09-24,16.17,-1.2820512820512664,39.8,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
56,300014,亿纬锂能,2026-09-24,48.91,-2.2386568059164613,39.3,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
57,600309,万华化学,2026-09-24,69.45,-3.002793296089379,38.9,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
58,600875,东方电气,2026-09-24,23.5,-1.3019739605207858,38.7,D,空头,强势空头,强势空头,high,空头/强势空头，60分钟强势空头；目前只适合观察，等待结构改善。
59,002558,巨人网络,2026-09-24,23.62,0.08474576271186862,38.0,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
