rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,603228,景旺电子,2026-09-11,111.75,1.581674393236976,66.1,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
2,002916,深南电路,2026-09-11,396.68,1.1139150161861844,64.1,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
3,600036,招商银行,2026-09-11,41.35,-0.5292278085157531,63.6,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,002436,兴森科技,2026-09-11,39.33,-0.9569377990430672,63.4,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,601138,工业富联,2026-09-11,64.07,0.25035205758097145,62.5,C,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
6,002602,世纪华通,2026-09-11,15.56,0.0,62.1,C,强势多头,震荡,偏空震荡,high,强势多头/震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
7,002463,沪电股份,2026-09-11,128.25,0.2579737335834942,61.8,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,000333,美的集团,2026-09-11,86.26,0.06960556844548549,61.1,C,多头,强势多头,偏多震荡,high,多头/强势多头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
9,600900,长江电力,2026-09-11,28.45,1.2815948736204952,60.6,C,偏多震荡,多头,多头,high,偏多震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
10,600487,亨通光电,2026-09-11,65.24,2.0810514786418377,60.0,C,多头,偏空震荡,震荡,high,多头/偏空震荡，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
11,600183,生益科技,2026-09-11,148.43,1.0002721829069028,58.9,D,多头,多头,偏多震荡,high,多头/多头，60分钟偏多震荡；股票结构较强，目前优先等待回踩或突破确认。
12,002938,鹏鼎控股,2026-09-11,92.65,0.8709853021230396,58.3,D,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
13,002517,恺英网络,2026-09-11,17.71,0.05649717514124575,58.0,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
14,601318,中国平安,2026-09-11,54.83,-1.2427953890490007,57.3,D,多头,偏多震荡,空头,high,多头/偏多震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
15,603920,世运电路,2026-09-11,41.45,3.0325627641063946,57.2,D,多头,空头,多头,high,多头/空头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
16,600031,三一重工,2026-09-11,19.78,-1.1494252873563204,56.9,D,多头,震荡,偏空震荡,high,多头/震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
17,600938,中国海油,2026-09-11,33.91,-1.4816966879721227,55.0,D,多头,强势多头,偏空震荡,high,多头/强势多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
18,600941,中国移动,2026-09-11,97.72,0.5660183184110323,53.7,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
19,002179,中航光电,2026-09-11,35.22,1.1197243755383335,53.1,D,震荡,空头,多头,high,震荡/空头，60分钟多头；目前只适合观察，等待结构改善。
20,002648,卫星化学,2026-09-11,27.22,-3.02814392589954,52.5,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
21,600690,海尔智家,2026-09-11,21.01,-0.7557864903164901,52.0,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；目前只适合观察，等待结构改善。
22,002475,立讯精密,2026-09-11,55.39,1.7263544536271658,49.2,D,空头,空头,震荡,high,空头/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
23,601899,紫金矿业,2026-09-11,32.26,-5.42362943418353,48.5,D,偏空震荡,多头,强势空头,high,偏空震荡/多头，60分钟强势空头；目前只适合观察，等待结构改善。
24,002008,大族激光,2026-09-11,92.85,-2.0362945769149654,48.5,D,震荡,偏空震荡,偏空震荡,high,震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
25,002281,光迅科技,2026-09-11,177.36,-1.1316126874407528,48.1,D,偏空震荡,偏空震荡,偏空震荡,high,偏空震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
26,300124,汇川技术,2026-09-11,53.52,-1.72603745868527,47.0,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
27,603986,兆易创新,2026-09-11,371.32,-2.4485077763766294,46.9,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
28,002185,华天科技,2026-09-11,16.2,-1.098901098901095,46.1,D,空头,偏空震荡,震荡,high,空头/偏空震荡，60分钟震荡；目前只适合观察，等待结构改善。
29,600309,万华化学,2026-09-11,74.5,-2.4102698454283478,45.6,D,偏空震荡,震荡,强势空头,high,偏空震荡/震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
30,000977,浪潮信息,2026-09-11,70.54,0.15618344455488042,45.5,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
31,000338,潍柴动力,2026-09-11,26.33,-1.863585538576218,45.3,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
32,000988,华工科技,2026-09-11,103.88,-1.8147448015122913,45.2,D,偏空震荡,强势空头,偏空震荡,high,偏空震荡/强势空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
33,600406,国电南瑞,2026-09-11,22.29,-0.8892841262783446,45.2,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
34,600030,中信证券,2026-09-11,26.92,-2.4637681159420333,45.0,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
35,002415,海康威视,2026-09-11,33.25,-0.775887794688146,44.2,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
36,603019,中科曙光,2026-09-11,82.25,-0.12143290831814202,44.0,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
37,002050,三花智控,2026-09-11,34.87,-1.663846587704465,43.7,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
38,002156,通富微电,2026-09-11,58.0,-0.5827905382242093,43.5,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
39,603993,洛阳钼业,2026-09-11,18.15,-4.523934771173077,43.0,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
40,600549,厦门钨业,2026-09-11,48.79,-1.8902071184395686,42.8,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
41,600312,平高电气,2026-09-11,19.16,-0.7253886010362698,42.8,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
42,600584,长电科技,2026-09-11,67.74,-0.5578391074574474,42.2,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
43,002484,江海股份,2026-09-11,58.02,0.017238407171182857,42.2,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
