rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,002436,兴森科技,2026-09-17,41.2,-3.74,64.0,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
2,600900,长江电力,2026-09-17,28.46,0.0,62.9,C,多头,多头,多头,high,多头/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
3,600036,招商银行,2026-09-17,40.6,-0.782013685239491,61.2,C,多头,强势多头,空头,high,多头/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
4,600183,生益科技,2026-09-17,146.03,-5.47,59.7,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
5,002916,深南电路,2026-09-17,383.68,-2.25,59.7,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
6,603228,景旺电子,2026-09-17,104.26,-2.0204867963537154,59.2,D,多头,强势多头,偏空震荡,high,多头/强势多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
7,002938,鹏鼎控股,2026-09-17,90.71,1.0133630289532292,58.6,D,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
8,600487,亨通光电,2026-09-17,68.49,4.724770642201825,58.3,D,多头,偏空震荡,多头,high,多头/偏空震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,002008,大族激光,2026-09-17,94.81,-0.7640778731421438,58.2,D,偏多震荡,偏空震荡,多头,high,偏多震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
10,002463,沪电股份,2026-09-17,123.48,-3.38,58.0,D,多头,多头,空头,high,多头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
11,300054,鼎龙股份,2026-09-17,71.15,1.079698820855235,57.7,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；目前只适合观察，等待结构改善。
12,688396,华润微,2026-09-17,58.33,0.8123055651572786,57.4,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
13,002281,光迅科技,2026-09-17,191.22,3.24,56.9,D,多头,偏空震荡,强势多头,high,多头/偏空震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
14,000333,美的集团,2026-09-17,85.04,0.047058823529422256,55.7,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
15,002179,中航光电,2026-09-17,34.78,-0.1722158438576371,55.0,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
16,603920,世运电路,2026-09-17,43.47,1.6366612111292866,54.5,D,多头,空头,多头,high,多头/空头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
17,002371,北方华创,2026-09-17,665.5,0.393730483187249,54.4,D,空头,多头,强势多头,high,空头/多头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
18,000988,华工科技,2026-09-17,105.78,-0.19,53.8,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
19,600941,中国移动,2026-09-17,96.9,-0.04126263668247088,52.7,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
20,002648,卫星化学,2026-09-17,26.34,-1.9724599925567632,50.3,D,偏空震荡,强势多头,强势空头,high,偏空震荡/强势多头，60分钟强势空头；目前只适合观察，等待结构改善。
21,002156,通富微电,2026-09-17,58.31,-1.5200135112312108,49.9,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；目前只适合观察，等待结构改善。
22,603019,中科曙光,2026-09-17,82.68,-0.7442977190876277,49.8,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
23,002484,江海股份,2026-09-17,60.06,-0.36,49.3,D,空头,偏空震荡,多头,high,空头/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
24,600690,海尔智家,2026-09-17,20.7,-0.28901734104047616,48.7,D,空头,震荡,空头,high,空头/震荡，60分钟空头；目前只适合观察，等待结构改善。
25,002050,三花智控,2026-09-17,34.64,2.6978950489178866,48.6,D,空头,空头,震荡,high,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
26,603986,兆易创新,2026-09-17,369.88,-0.87,47.9,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
27,002185,华天科技,2026-09-17,16.39,-2.729970326409503,47.9,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
28,300442,润泽科技,2026-09-17,62.24,-0.5433045701502048,47.0,D,空头,强势空头,偏多震荡,high,空头/强势空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
29,600312,平高电气,2026-09-17,19.19,0.6292606187729533,46.9,D,空头,偏空震荡,震荡,high,空头/偏空震荡，60分钟震荡；目前只适合观察，等待结构改善。
30,000338,潍柴动力,2026-09-17,26.65,4.427899686520376,46.9,D,空头,偏空震荡,震荡,high,空头/偏空震荡，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
31,601899,紫金矿业,2026-09-17,30.9,-3.9477774323904313,46.5,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
32,600938,中国海油,2026-09-17,32.57,-1.541717049576774,46.0,D,偏空震荡,偏多震荡,空头,high,偏空震荡/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
