rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,600036,招商银行,2026-09-15,41.1,-1.74515897681089,64.2,C,强势多头,强势多头,偏空震荡,high,强势多头/强势多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
2,603228,景旺电子,2026-09-15,104.57,-3.363829590610845,62.9,C,强势多头,强势多头,偏空震荡,high,强势多头/强势多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
3,002916,深南电路,2026-09-15,389.72,0.15,62.2,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,000333,美的集团,2026-09-15,87.23,0.495391705069137,61.7,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,600900,长江电力,2026-09-15,28.5,-0.454069158225634,61.7,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002436,兴森科技,2026-09-15,40.86,1.9970044932601017,61.6,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
7,002463,沪电股份,2026-09-15,125.82,0.1,61.1,C,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
8,600183,生益科技,2026-09-15,150.25,2.91,59.3,D,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,603920,世运电路,2026-09-15,42.45,-2.233993551358815,56.6,D,多头,空头,强势多头,high,多头/空头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
10,002008,大族激光,2026-09-15,93.6,1.4304291287386084,55.3,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
11,600941,中国移动,2026-09-15,97.79,-0.3769356153219161,54.9,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
12,002938,鹏鼎控股,2026-09-15,88.82,0.6572982774252001,54.4,D,震荡,多头,空头,high,震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
13,600938,中国海油,2026-09-15,33.45,-1.3565319964612077,53.1,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
14,002602,世纪华通,2026-09-15,14.93,-0.86,52.8,D,多头,震荡,强势空头,high,多头/震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
15,002648,卫星化学,2026-09-15,26.85,-0.22296544035673715,52.5,D,偏空震荡,强势多头,强势空头,high,偏空震荡/强势多头，60分钟强势空头；目前只适合观察，等待结构改善。
16,600690,海尔智家,2026-09-15,21.17,0.23674242424243097,52.5,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
17,002517,恺英网络,2026-09-15,17.33,1.8812463256907552,51.2,D,多头,空头,偏空震荡,high,多头/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
18,002179,中航光电,2026-09-15,34.68,1.4628437682855377,50.9,D,震荡,空头,偏多震荡,high,震荡/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
19,002185,华天科技,2026-09-15,16.36,2.2499999999999964,49.1,D,空头,偏空震荡,多头,high,空头/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
20,300054,鼎龙股份,2026-09-15,68.02,1.6133851210038852,49.0,D,强势空头,偏空震荡,偏多震荡,high,强势空头/偏空震荡，60分钟偏多震荡；目前只适合观察，等待结构改善。
21,600031,三一重工,2026-09-15,19.49,-2.158634538152626,48.3,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
22,601318,中国平安,2026-09-15,53.9,-1.5165357208112518,48.2,D,偏空震荡,偏多震荡,空头,high,偏空震荡/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
23,002484,江海股份,2026-09-15,58.89,1.3074144159642254,47.7,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
24,600549,厦门钨业,2026-09-15,51.14,3.5641960307816856,47.4,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
25,600487,亨通光电,2026-09-15,62.42,-1.23417721518988,45.7,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
26,300124,汇川技术,2026-09-15,51.55,-3.932165486395822,45.3,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
