rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,603228,景旺电子,2026-09-10,110.01,0.3832466465918394,64.8,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
2,002916,深南电路,2026-09-10,392.31,2.350639186016168,64.7,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
3,002436,兴森科技,2026-09-10,39.71,0.659062103929009,64.2,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,600036,招商银行,2026-09-10,41.57,1.3902439024390256,64.2,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,002463,沪电股份,2026-09-10,127.92,0.290082320658569,63.3,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
6,002648,卫星化学,2026-09-10,28.07,-0.39034776437189,62.5,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
7,600938,中国海油,2026-09-10,34.42,0.702165008777067,61.7,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,601899,紫金矿业,2026-09-10,34.11,-0.8430232558139461,61.3,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,600031,三一重工,2026-09-10,20.01,-1.0385756676557722,61.2,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
10,000333,美的集团,2026-09-10,86.2,0.20925366193909056,60.8,C,多头,强势多头,震荡,high,多头/强势多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
11,600183,生益科技,2026-09-10,146.96,-0.8099352051835762,59.9,D,多头,多头,偏多震荡,high,多头/多头，60分钟偏多震荡；股票结构较强，目前优先等待回踩或突破确认。
12,601318,中国平安,2026-09-10,55.52,0.4341534008683201,59.5,D,强势多头,偏多震荡,空头,high,强势多头/偏多震荡，60分钟空头；股票结构较强，目前优先等待回踩或突破确认。
13,600309,万华化学,2026-09-10,77.15,-2.1808038544440245,58.6,D,强势多头,震荡,偏空震荡,high,强势多头/震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
14,002938,鹏鼎控股,2026-09-10,91.85,-0.6489994591671211,58.3,D,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
15,603920,世运电路,2026-09-10,40.23,-0.29739776951673846,57.8,D,多头,空头,强势多头,high,多头/空头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
16,601138,工业富联,2026-09-10,63.91,-2.0386266094420624,57.2,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
17,002517,恺英网络,2026-09-10,17.7,3.50877192982455,57.2,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
18,603993,洛阳钼业,2026-09-10,19.01,-0.41906757464640343,56.2,D,震荡,偏多震荡,多头,high,震荡/偏多震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
19,002602,世纪华通,2026-09-10,15.56,-1.3941698352344711,55.8,D,强势多头,震荡,偏空震荡,high,强势多头/震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
20,002179,中航光电,2026-09-10,34.83,0.6647398843930619,54.6,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
21,002008,大族激光,2026-09-10,94.78,-0.07380073800736797,54.6,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
22,002281,光迅科技,2026-09-10,179.39,-1.860057990043218,54.4,D,震荡,多头,偏空震荡,high,震荡/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
23,600941,中国移动,2026-09-10,97.17,0.06178560395428967,53.9,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
24,600900,长江电力,2026-09-10,28.09,0.14260249554367554,53.6,D,空头,多头,震荡,high,空头/多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
25,600690,海尔智家,2026-09-10,21.17,-0.6103286384976481,53.0,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
26,000988,华工科技,2026-09-10,105.8,-2.748414376321362,52.0,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
27,600030,中信证券,2026-09-10,27.6,0.9879253567508295,49.3,D,空头,多头,偏空震荡,high,空头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
28,600487,亨通光电,2026-09-10,63.91,-4.06784749324528,49.0,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
29,002185,华天科技,2026-09-10,16.38,1.298701298701288,46.9,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；目前只适合观察，等待结构改善。
30,300124,汇川技术,2026-09-10,54.46,-2.610872675250364,46.7,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
31,000338,潍柴动力,2026-09-10,26.83,-3.6624775583483093,46.4,D,空头,偏空震荡,偏空震荡,high,空头/偏空震荡，60分钟偏空震荡；目前只适合观察，等待结构改善。
32,600312,平高电气,2026-09-10,19.3,-2.1794221996958907,46.0,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
33,002415,海康威视,2026-09-10,33.51,-0.7111111111111179,45.9,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
34,002475,立讯精密,2026-09-10,54.45,-2.5241675617615367,44.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
35,600875,东方电气,2026-09-10,25.6,-2.8831562974203306,44.2,D,空头,强势空头,多头,high,空头/强势空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
