rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,601318,中国平安,2026-09-03,58.0,2.41921243157337,71.0,B,强势多头,震荡,强势多头,high,强势多头/震荡，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
2,600941,中国移动,2026-09-03,100.53,-0.2678571428571419,69.0,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
3,000333,美的集团,2026-09-03,87.25,0.31041618762932544,68.7,C,强势多头,强势多头,多头,high,强势多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
4,600036,招商银行,2026-09-03,41.07,0.48935649620749366,64.2,C,强势多头,多头,多头,high,强势多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,600900,长江电力,2026-09-03,28.44,-0.974930362116988,62.9,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002602,世纪华通,2026-09-03,14.57,3.8488952245189,62.4,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
7,000977,浪潮信息,2026-09-03,86.35,0.7702182284980763,62.3,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,600309,万华化学,2026-09-03,77.38,2.9263101888800103,61.9,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
9,600690,海尔智家,2026-09-03,21.82,2.297233942803567,61.4,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
10,600183,生益科技,2026-09-03,143.19,-1.2346530555938706,59.6,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
11,002436,兴森科技,2026-09-03,35.19,3.5914041801589525,59.5,D,偏多震荡,多头,震荡,high,偏多震荡/多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
12,002648,卫星化学,2026-09-03,27.65,0.5820298290287296,58.8,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
13,600031,三一重工,2026-09-03,19.94,1.5792154865002628,58.7,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
14,600938,中国海油,2026-09-03,33.43,-1.006810778797762,57.7,D,多头,震荡,空头,high,多头/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
15,600030,中信证券,2026-09-03,27.86,1.4197306152166078,57.6,D,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
16,002126,银轮股份,2026-09-03,44.09,2.3682377524959497,55.5,D,偏多震荡,偏空震荡,多头,high,偏多震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
17,601138,工业富联,2026-09-03,63.2,2.265372168284796,55.1,D,偏空震荡,偏空震荡,偏空震荡,high,偏空震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
18,601899,紫金矿业,2026-09-03,33.31,1.0925644916540245,53.7,D,偏空震荡,多头,空头,high,偏空震荡/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
19,002415,海康威视,2026-09-03,34.98,-0.5685048322910835,53.3,D,偏空震荡,强势多头,偏空震荡,high,偏空震荡/强势多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
