rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,603228,景旺电子,2026-09-08,106.97,0.9436633009342277,68.5,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
2,002436,兴森科技,2026-09-08,40.12,9.17,68.3,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
3,600036,招商银行,2026-09-08,40.9,-0.41392744095447576,65.8,C,强势多头,多头,偏空震荡,high,强势多头/多头，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
4,601138,工业富联,2026-09-08,64.75,-2.73,64.1,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,002916,深南电路,2026-09-08,382.5,4.8,63.8,C,偏多震荡,多头,强势多头,high,偏多震荡/多头，60分钟强势多头；目前只适合观察，等待结构改善。
6,600938,中国海油,2026-09-08,34.39,3.834541062801944,63.5,C,多头,强势多头,震荡,high,多头/强势多头，60分钟震荡；股票结构较强，目前优先等待回踩或突破确认。
7,002602,世纪华通,2026-09-08,16.13,-0.19,63.2,C,强势多头,震荡,强势多头,high,强势多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
8,002648,卫星化学,2026-09-08,27.69,2.5175860792299165,63.0,C,多头,强势多头,震荡,high,多头/强势多头，60分钟震荡；股票结构较强，目前优先等待回踩或突破确认。
9,600309,万华化学,2026-09-08,78.09,1.7591868647380826,62.3,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
10,002463,沪电股份,2026-09-08,124.9,1.83,61.3,C,偏多震荡,多头,强势多头,high,偏多震荡/多头，60分钟强势多头；目前只适合观察，等待结构改善。
11,600031,三一重工,2026-09-08,19.97,0.40221216691804784,61.2,C,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
12,600183,生益科技,2026-09-08,146.28,-1.26,60.9,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
13,002517,恺英网络,2026-09-08,17.73,0.5672149744753385,60.2,C,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
14,601899,紫金矿业,2026-09-08,33.86,3.01186492242167,59.6,D,偏多震荡,多头,多头,high,偏多震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
15,600690,海尔智家,2026-09-08,21.42,-0.8792225821378841,59.5,D,多头,偏多震荡,偏空震荡,high,多头/偏多震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
16,002938,鹏鼎控股,2026-09-08,89.46,-0.5889543282586951,58.6,D,偏空震荡,多头,多头,high,偏空震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
17,603993,洛阳钼业,2026-09-08,18.94,3.102885138813294,56.6,D,震荡,偏多震荡,多头,high,震荡/偏多震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
18,002558,巨人网络,2026-09-08,27.4,-0.3273917788286673,56.3,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
19,002281,光迅科技,2026-09-08,179.92,-2.47,56.0,D,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
20,603920,世运电路,2026-09-08,39.43,2.1502590673575073,55.3,D,多头,强势空头,多头,high,多头/强势空头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
21,601318,中国平安,2026-09-08,55.7,-1.1710432931156811,53.9,D,多头,偏多震荡,空头,high,多头/偏多震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
22,000333,美的集团,2026-09-08,85.15,-1.298249681233321,53.9,D,偏空震荡,强势多头,空头,high,偏空震荡/强势多头，60分钟空头；目前只适合观察，等待结构改善。
23,002008,大族激光,2026-09-08,95.72,2.079556361309587,53.7,D,震荡,偏空震荡,多头,high,震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
