rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
1,000977,浪潮信息,2026-08-31,85.18,9.994834710743806,68.8,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
2,600183,生益科技,2026-08-31,153.4,5.320974939924472,67.3,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；已达到放量突破条件，但不适合无条件追涨。
3,002463,沪电股份,2026-08-31,124.91,2.637633525061611,66.7,C,多头,多头,强势多头,high,多头/多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
4,000333,美的集团,2026-08-31,87.73,1.7395338049402742,65.0,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
5,600941,中国移动,2026-08-31,99.05,1.2160228898426384,64.7,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
6,002436,兴森科技,2026-08-31,36.01,0.6428172163219559,64.5,C,偏多震荡,多头,强势多头,high,偏多震荡/多头，60分钟强势多头；目前只适合观察，等待结构改善。
7,603228,景旺电子,2026-08-31,96.49,2.7582534611288567,64.1,C,多头,强势多头,多头,high,多头/强势多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
8,002648,卫星化学,2026-08-31,28.48,0.35236081747709314,64.0,C,多头,强势多头,强势多头,high,多头/强势多头，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
9,601318,中国平安,2026-08-31,55.82,-0.05371530886302267,63.1,C,强势多头,震荡,多头,high,强势多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
10,002281,光迅科技,2026-08-31,179.9,3.6230631876043917,63.0,C,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
11,601138,工业富联,2026-08-31,64.84,1.2492192379762512,62.8,C,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
12,002916,深南电路,2026-08-31,369.08,1.8432671081677787,62.1,C,震荡,多头,多头,high,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
13,600487,亨通光电,2026-08-31,67.38,-1.9213973799126705,61.5,C,偏多震荡,偏空震荡,多头,high,偏多震荡/偏空震荡，60分钟多头；目前只适合观察，等待结构改善。
14,002602,世纪华通,2026-08-31,14.14,1.2168933428776008,61.4,C,多头,空头,多头,high,多头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
15,002938,鹏鼎控股,2026-08-31,93.3,4.61986992599237,60.6,C,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
16,600036,招商银行,2026-08-31,40.12,1.9567979669631308,60.1,C,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
17,601899,紫金矿业,2026-08-31,33.67,-2.8282828282828243,59.4,D,多头,多头,空头,high,多头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
18,600690,海尔智家,2026-08-31,21.18,0.28409090909089496,59.3,D,多头,震荡,震荡,high,多头/震荡，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
19,603993,洛阳钼业,2026-08-31,19.06,-2.3065094823167764,59.1,D,多头,多头,偏空震荡,high,多头/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
20,600938,中国海油,2026-08-31,34.71,1.5209125475285301,59.0,D,多头,多头,多头,high,多头/多头，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
21,600031,三一重工,2026-08-31,20.01,4.764397905759155,59.0,D,多头,震荡,强势多头,high,多头/震荡，60分钟强势多头；股票结构较强，目前优先等待回踩或突破确认。
